Price(M),Floor,Area (Saleable),Trans Date,Age,Club,DisMTR(km),DisCBD(km),SchoolZone
650,25,354,27/7/2018,6.25,1,0.55,8.6,1
930,25,574,24/4/2018,6.25,1,0.55,8.6,1
600,23,334,23/4/2018,6.25,1,0.55,8.6,1
700,21,334,22/6/2018,6.25,1,0.55,8.6,1
575,21,280,25/7/2018,6.25,1,0.55,8.6,1
560,20,283,6/11/2018,6.25,1,0.55,8.6,1
600,19,280,17/7/2018,6.25,1,0.55,8.6,1
588,17,332,12/12/2018,6.25,1,0.55,8.6,1
598,17,280,28/9/2018,6.25,1,0.55,8.6,1
1200,16,654,23/4/2018,6.25,1,0.55,8.6,1
1138,15,654,13/2/2018,6.25,1,0.55,8.6,1
900,12,574,31/1/2018,6.25,1,0.55,8.6,1
623,10,354,14/6/2018,6.25,1,0.55,8.6,1
800,10,574,13/7/2018,6.25,1,0.55,8.6,1
656,35,332,20/4/2018,6.25,1,0.55,8.6,1
410,32,274,27/11/2018,6.25,1,0.55,8.6,1
1000,30,533,20/8/2018,6.25,1,0.55,8.6,1
528,29,264,26/2/2018,6.25,1,0.55,8.6,1
630,29,353,6/4/2018,6.25,1,0.55,8.6,1
512,27,274,28/2/2018,6.25,1,0.55,8.6,1
600,25,332,13/2/2018,6.25,1,0.55,8.6,1
600,23,353,7/2/2018,6.25,1,0.55,8.6,1
518,23,274,6/3/2018,6.25,1,0.55,8.6,1
602,16,353,26/3/2018,6.25,1,0.55,8.6,1
530,16,274,11/5/2018,6.25,1,0.55,8.6,1
855,16,511,26/1/2018,6.25,1,0.55,8.6,1
821,10,533,17/1/2018,6.25,1,0.55,8.6,1
560,10,274,10/7/2018,6.25,1,0.55,8.6,1
825,10,511,22/3/2018,6.25,1,0.55,8.6,1
1022,8,511,29/5/2018,6.25,1,0.55,8.6,1
735,38,386,25/5/2018,7.33,1,0.75,7.6,1
938,38,468,20/6/2018,7.33,1,0.75,7.6,1
700,37,386,26/4/2018,7.33,1,0.75,7.6,1
980,36,488,9/7/2018,7.33,1,0.75,7.6,1
968,36,487,18/12/2018,7.33,1,0.75,7.6,1
800,36,387,22/8/2018,7.33,1,0.75,7.6,1
650,35,328,10/1/2018,7.33,1,0.75,7.6,1
650,33,370,10/1/2018,7.33,1,0.75,7.6,1
940,33,473,15/6/2018,7.33,1,0.75,7.6,1
680,32,390,11/6/2018,7.33,1,0.75,7.6,1
600,32,386,2/1/2018,7.33,1,0.75,7.6,1
720,31,386,3/5/2018,7.33,1,0.75,7.6,1
680,31,390,23/1/2018,7.33,1,0.75,7.6,1
594,26,386,29/1/2018,7.33,1,0.75,7.6,1
700,23,390,20/4/2018,7.33,1,0.75,7.6,1
684,22,386,23/2/2018,7.33,1,0.75,7.6,1
675,19,386,21/3/2018,7.33,1,0.75,7.6,1
628,16,330,4/10/2018,7.33,1,0.75,7.6,1
587,15,338,17/1/2018,7.33,1,0.75,7.6,1
700,15,394,8/6/2018,7.33,1,0.75,7.6,1
600,12,297,13/7/2018,7.33,1,0.75,7.6,1
695,11,386,4/6/2018,7.33,1,0.75,7.6,1
620,11,296,23/7/2018,7.33,1,0.75,7.6,1
600,11,367,17/7/2018,7.33,1,0.75,7.6,1
620,10,347,15/3/2018,7.33,1,0.75,7.6,1
595,10,296,17/7/2018,7.33,1,0.75,7.6,1
536,10,338,17/1/2018,7.33,1,0.75,7.6,1
720,9,392,21/8/2018,7.33,1,0.75,7.6,1
598,9,330,31/5/2018,7.33,1,0.75,7.6,1
686,9,394,20/6/2018,7.33,1,0.75,7.6,1
500,8,273,16/4/2018,7.33,1,0.75,7.6,1
515,7,273,25/4/2018,7.33,1,0.75,7.6,1
1382,45,574,27/7/2018,10.17,1,0.14,8,1
2630,36,959,7/8/2018,10.17,1,0.14,8,1
2470,31,959,6/2/2018,10.17,1,0.14,8,1
1980,21,957,7/3/2018,10.17,1,0.14,8,1
1450,57,611,9/7/2018,10.17,1,0.14,8,1
2130,54,818,26/4/2018,10.17,1,0.14,8,1
1398,39,611,7/8/2018,10.17,1,0.14,8,1
2518,38,774,20/2/2018,10.17,1,0.14,8,1
1350,15,609,16/8/2018,10.17,1,0.14,8,1
1208,12,609,20/6/2018,10.17,1,0.14,8,1
900,43,453,3/5/2018,10.17,1,0.14,8,1
1380,42,593,17/8/2018,10.17,1,0.14,8,1
1250,30,635,20/4/2018,10.17,1,0.14,8,1
940,16,447,3/7/2018,10.17,1,0.14,8,1
892,11,451,18/4/2018,10.17,1,0.14,8,1
865,10,482,11/12/2018,10.17,1,0.14,8,1
450,8,353,2/1/2018,37.42,0,0.45,8.2,1
495,6,353,8/8/2018,37.42,0,0.45,8.2,1
400,13,340,9/7/2018,37.42,0,0.45,8.2,1
541,11,382,18/5/2018,37.42,0,0.45,8.2,1
398,12,271,2/5/2018,38.33,0,0.45,8.2,1
410,2,268,26/6/2018,38.33,0,0.45,8.2,1
400,15,271,2/2/2018,38.33,0,0.45,8.2,1
400,3,268,1/6/2018,38.33,0,0.45,8.2,1
350,3,268,29/6/2018,38.33,0,0.45,8.2,1
380,2,268,29/6/2018,38.33,0,0.45,8.2,1
471,15,268,16/5/2018,38.33,0,0.45,8.2,1
432,15,268,25/4/2018,38.33,0,0.45,8.2,1
448,11,268,31/5/2018,38.33,0,0.45,8.2,1
410,10,271,16/11/2018,38.33,0,0.45,8.2,1
376,9,271,18/1/2018,38.33,0,0.45,8.2,1
413,6,285,10/9/2018,38.33,0,0.45,8.2,1
360,5,268,21/2/2018,38.33,0,0.45,8.2,1
338,3,268,9/2/2018,38.33,0,0.45,8.2,1
393,14,268,27/8/2018,38.33,0,0.45,8.2,1
400,14,285,1/3/2018,38.33,0,0.45,8.2,1
443,12,285,22/6/2018,38.33,0,0.45,8.2,1
350,3,268,18/9/2018,38.33,0,0.45,8.2,1
6466,51,1579,6/7/2018,14.25,1,0.9,7.1,1
3449,51,1202,9/1/2018,14.25,1,0.9,7.1,1
2280,50,845,19/1/2018,14.25,1,0.9,7.1,1
2246,48,845,15/1/2018,14.25,1,0.9,7.1,1
2233,46,845,3/1/2018,14.25,1,0.9,7.1,1
1903,32,842,30/5/2018,14.25,1,0.9,7.1,1
970,17,556,12/2/2018,14.25,1,0.9,7.1,1
3185,50,1366,6/7/2018,14.25,1,0.9,7.1,1
2927,49,1366,8/3/2018,14.25,1,0.9,7.1,1
3213,50,1322,11/7/2018,14.25,1,0.9,7.1,1
1050,42,549,30/4/2018,14.25,1,0.9,7.1,1
1060,38,548,13/2/2018,14.25,1,0.9,7.1,1
1250,31,550,17/7/2018,14.25,1,0.9,7.1,1
980,31,546,12/2/2018,14.25,1,0.9,7.1,1
995,21,549,16/3/2018,14.25,1,0.9,7.1,1
390,8,547,23/2/2018,14.25,1,0.9,7.1,1
1480,5,762,10/5/2018,14.25,1,0.9,7.1,1
2100,29,842,16/8/2018,14.25,1,0.9,7.1,1
1950,20,816,7/5/2018,14.25,1,0.9,7.1,1
1710,8,841,8/1/2018,14.25,1,0.9,7.1,1
1160,33,550,12/6/2018,14.25,1,0.9,7.1,1
1745,29,763,24/9/2018,14.25,1,0.9,7.1,1
998,29,546,23/7/2018,14.25,1,0.9,7.1,1
1680,22,763,9/3/2018,14.25,1,0.9,7.1,1
1145,19,550,1/8/2018,14.25,1,0.9,7.1,1
900,10,547,15/6/2018,14.25,1,0.9,7.1,1
1200,42,561,6/4/2018,14.25,1,0.9,7.1,1
1180,39,561,23/4/2018,14.25,1,0.9,7.1,1
1230,36,558,27/8/2018,14.25,1,0.9,7.1,1
978,31,564,21/2/2018,14.25,1,0.9,7.1,1
1675,29,816,6/4/2018,14.25,1,0.9,7.1,1
1038,27,564,11/6/2018,14.25,1,0.9,7.1,1
1480,23,558,7/12/2018,14.25,1,0.9,7.1,1
1920,21,842,4/1/2018,14.25,1,0.9,7.1,1
2000,19,790,31/8/2018,14.25,1,0.9,7.1,1
1950,15,816,5/10/2018,14.25,1,0.9,7.1,1
1500,12,816,14/3/2018,14.25,1,0.9,7.1,1
1045,10,556,5/3/2018,14.25,1,0.9,7.1,1
1000,8,563,4/4/2018,14.25,1,0.9,7.1,1
3705,51,1194,19/1/2018,14.25,1,0.9,7.1,1
1225,50,548,15/3/2018,14.25,1,0.9,7.1,1
950,45,549,15/2/2018,14.25,1,0.9,7.1,1
1218,40,551,27/9/2018,14.25,1,0.9,7.1,1
1130,39,549,24/4/2018,14.25,1,0.9,7.1,1
990,37,547,26/1/2018,14.25,1,0.9,7.1,1
1100,28,546,14/6/2018,14.25,1,0.9,7.1,1
968,28,547,15/1/2018,14.25,1,0.9,7.1,1
1180,26,550,27/6/2018,14.25,1,0.9,7.1,1
980,25,550,17/4/2018,14.25,1,0.9,7.1,1
1100,18,550,1/3/2018,14.25,1,0.9,7.1,1
1038,17,549,9/7/2018,14.25,1,0.9,7.1,1
1070,12,549,15/3/2018,14.25,1,0.9,7.1,1
1170,12,547,28/8/2018,14.25,1,0.9,7.1,1
1176,10,550,24/7/2018,14.25,1,0.9,7.1,1
1050,9,549,6/6/2018,14.25,1,0.9,7.1,1
930,7,549,19/1/2018,14.25,1,0.9,7.1,1
6665,51,1579,26/7/2018,14.25,1,0.9,7.1,1
3242,50,1366,27/2/2018,14.25,1,0.9,7.1,1
1288,50,567,31/1/2018,14.25,1,0.9,7.1,1
3092,49,1366,30/5/2018,14.25,1,0.9,7.1,1
2036,48,823,2/2/2018,14.25,1,0.9,7.1,1
1118,43,567,16/8/2018,14.25,1,0.9,7.1,1
1350,36,560,16/8/2018,14.25,1,0.9,7.1,1
1250,28,559,21/8/2018,14.25,1,0.9,7.1,1
1700,26,842,9/1/2018,14.25,1,0.9,7.1,1
1400,12,816,5/12/2018,14.25,1,0.9,7.1,1
1280,28,609,31/12/2018,18.83,1,0.8,7.3,1
1402,16,647,17/4/2018,18.83,1,0.8,7.3,1
474,16,495,3/4/2018,18.83,1,0.8,7.3,1
948,16,495,4/1/2018,18.83,1,0.8,7.3,1
975,15,495,26/3/2018,18.83,1,0.8,7.3,1
1300,1,647,31/8/2018,18.83,1,0.8,7.3,1
1343,38,667,23/1/2018,18.83,1,0.8,7.3,1
1408,35,667,14/3/2018,18.83,1,0.8,7.3,1
1418,33,651,22/3/2018,18.83,1,0.8,7.3,1
1168,30,503,17/7/2018,18.83,1,0.8,7.3,1
920,15,495,5/1/2018,18.83,1,0.8,7.3,1
1300,8,647,25/5/2018,18.83,1,0.8,7.3,1
1400,36,709,17/7/2018,18.83,1,0.8,7.3,1
1100,36,645,31/7/2018,18.83,1,0.8,7.3,1
1350,33,710,16/4/2018,18.83,1,0.8,7.3,1
1500,32,698,21/8/2018,18.83,1,0.8,7.3,1
400,29,710,24/1/2018,18.83,1,0.8,7.3,1
1300,23,710,24/4/2018,18.83,1,0.8,7.3,1
1376,20,595,29/8/2018,18.83,1,0.8,7.3,1
850,12,457,11/7/2018,18.83,1,0.8,7.3,1
1395,10,703,1/2/2018,18.83,1,0.8,7.3,1
1398,9,703,15/2/2018,18.83,1,0.8,7.3,1
1475,7,703,4/9/2018,18.83,1,0.8,7.3,1
1450,40,713,1/3/2018,18.83,1,0.8,7.3,1
1050,36,459,24/7/2018,18.83,1,0.8,7.3,1
1000,35,459,9/7/2018,18.83,1,0.8,7.3,1
1276,27,602,11/4/2018,18.83,1,0.8,7.3,1
1425,10,692,26/2/2018,18.83,1,0.8,7.3,1
820,3,457,21/12/2018,18.83,1,0.8,7.3,1
1900,41,926,23/8/2018,18.83,1,0.8,7.3,1
1500,40,827,6/3/2018,18.83,1,0.8,7.3,1
995,38,459,27/6/2018,18.83,1,0.8,7.3,1
880,35,459,18/7/2018,18.83,1,0.8,7.3,1
872,23,459,27/12/2018,18.83,1,0.8,7.3,1
1335,19,595,15/6/2018,18.83,1,0.8,7.3,1
545,5,595,2/3/2018,18.83,1,0.8,7.3,1
2191,40,949,25/1/2018,18.58,1,0.8,7.3,1
1770,33,911,31/12/2018,18.58,1,0.8,7.3,1
2288,32,902,26/4/2018,18.58,1,0.8,7.3,1
1868,29,911,13/11/2018,18.58,1,0.8,7.3,1
2000,16,904,25/6/2018,18.58,1,0.8,7.3,1
2100,12,904,14/11/2018,18.58,1,0.8,7.3,1
1700,9,710,6/4/2018,18.58,1,0.8,7.3,1
2000,3,904,6/9/2018,18.58,1,0.8,7.3,1
2000,3,904,12/7/2018,18.58,1,0.8,7.3,1
800,33,459,14/2/2018,18.58,1,0.8,7.3,1
938,25,459,1/6/2018,18.58,1,0.8,7.3,1
600,23,700,12/3/2018,18.58,1,0.8,7.3,1
912,20,459,12/1/2018,18.58,1,0.8,7.3,1
1380,12,695,6/9/2018,18.58,1,0.8,7.3,1
1098,1,594,27/2/2018,18.58,1,0.8,7.3,1
900,43,468,9/2/2018,18.58,1,0.8,7.3,1
1910,40,716,23/10/2018,18.58,1,0.8,7.3,1
1928,33,700,11/9/2018,18.58,1,0.8,7.3,1
980,29,459,24/10/2018,18.58,1,0.8,7.3,1
888,22,459,8/1/2018,18.58,1,0.8,7.3,1
1850,10,786,14/5/2018,18.58,1,0.8,7.3,1
905,10,459,25/5/2018,18.58,1,0.8,7.3,1
1695,7,695,20/4/2018,18.58,1,0.8,7.3,1
1645,3,695,28/5/2018,18.58,1,0.8,7.3,1
980,38,466,22/6/2018,18.58,1,0.8,7.3,1
800,35,467,12/3/2018,18.58,1,0.8,7.3,1
220,30,457,26/4/2018,18.58,1,0.8,7.3,1
400,27,467,5/6/2018,18.58,1,0.8,7.3,1
1155,17,520,13/7/2018,18.58,1,0.8,7.3,1
848,16,457,28/12/2018,18.58,1,0.8,7.3,1
1124,15,520,8/1/2018,18.58,1,0.8,7.3,1
1600,15,695,21/9/2018,18.58,1,0.8,7.3,1
1880,6,786,31/8/2018,18.58,1,0.8,7.3,1
1680,5,695,29/6/2018,18.58,1,0.8,7.3,1
2980,46,1362,9/4/2018,12.25,1,0.75,8,1
3800,39,1700,10/8/2018,12.25,1,0.75,8,1
990,28,516,16/4/2018,12.25,1,0.75,8,1
1020,26,516,15/2/2018,12.25,1,0.75,8,1
1050,17,516,8/6/2018,12.25,1,0.75,8,1
3000,16,1371,22/8/2018,12.25,1,0.75,8,1
1700,41,887,26/1/2018,12.25,1,0.75,8,1
1728,40,826,16/10/2018,12.25,1,0.75,8,1
1888,26,826,3/5/2018,12.25,1,0.75,8,1
3333,25,1428,16/3/2018,12.25,1,0.75,8,1
4050,21,1689,14/2/2018,12.25,1,0.75,8,1
1105,49,474,7/9/2018,12.25,1,0.75,8,1
965,48,482,7/6/2018,12.25,1,0.75,8,1
965,48,478,4/5/2018,12.25,1,0.75,8,1
962,48,482,31/5/2018,12.25,1,0.75,8,1
1240,45,541,31/8/2018,12.25,1,0.75,8,1
950,43,482,21/2/2018,12.25,1,0.75,8,1
1200,43,541,3/4/2018,12.25,1,0.75,8,1
1166,39,541,6/4/2018,12.25,1,0.75,8,1
870,37,482,2/2/2018,12.25,1,0.75,8,1
930,36,482,13/4/2018,12.25,1,0.75,8,1
750,31,474,16/3/2018,12.25,1,0.75,8,1
1000,21,482,31/10/2018,12.25,1,0.75,8,1
860,21,482,22/2/2018,12.25,1,0.75,8,1
1180,18,541,25/5/2018,12.25,1,0.75,8,1
1175,17,541,19/4/2018,12.25,1,0.75,8,1
900,16,482,11/4/2018,12.25,1,0.75,8,1
1048,53,478,15/6/2018,12.25,1,0.75,8,1
1308,47,541,4/9/2018,12.25,1,0.75,8,1
988,40,474,30/5/2018,12.25,1,0.75,8,1
900,39,474,12/6/2018,12.25,1,0.75,8,1
988,38,478,11/6/2018,12.25,1,0.75,8,1
885,29,474,21/2/2018,12.25,1,0.75,8,1
1030,26,474,20/8/2018,12.25,1,0.75,8,1
1010,25,482,14/9/2018,12.25,1,0.75,8,1
970,22,478,18/5/2018,12.25,1,0.75,8,1
1150,16,541,15/2/2018,12.25,1,0.75,8,1
929,13,474,19/3/2018,12.25,1,0.75,8,1
968,7,474,4/9/2018,12.25,1,0.75,8,1
958,50,478,27/2/2018,12.25,1,0.75,8,1
1098,42,478,13/7/2018,12.25,1,0.75,8,1
850,41,482,6/7/2018,12.25,1,0.75,8,1
980,35,482,28/6/2018,12.25,1,0.75,8,1
1100,32,478,19/7/2018,12.25,1,0.75,8,1
960,31,478,11/5/2018,12.25,1,0.75,8,1
865,15,478,15/2/2018,12.25,1,0.75,8,1
1117,11,541,24/9/2018,12.25,1,0.75,8,1
780,7,474,20/4/2018,12.25,1,0.75,8,1
875,7,477,18/4/2018,12.25,1,0.75,8,1
800,6,477,7/6/2018,12.25,1,0.75,8,1
819,5,482,30/1/2018,12.25,1,0.75,8,1
1148,3,574,6/6/2018,12.25,1,0.75,8,1
509,7,431,12/12/2018,20.58,0,0.7,6.9,1
646,1,592,27/2/2018,20.58,0,0.7,6.9,1
710,20,592,26/2/2018,20.58,0,0.7,6.9,1
645,18,592,21/12/2018,20.58,0,0.7,6.9,1
508,18,431,19/1/2018,20.58,0,0.7,6.9,1
750,11,592,28/8/2018,20.58,0,0.7,6.9,1
528,7,431,9/7/2018,20.58,0,0.7,6.9,1
658,19,592,12/2/2018,20.58,0,0.7,6.9,1
710,11,592,7/2/2018,20.58,0,0.7,6.9,1
538,1,484,21/5/2018,20.58,0,0.7,6.9,1
688,11,592,24/4/2018,20.58,0,0.7,6.9,1
720,6,592,25/5/2018,20.58,0,0.7,6.9,1
628,1,592,30/7/2018,20.58,0,0.7,6.9,1
670,21,484,26/9/2018,20.58,0,0.7,6.9,1
700,18,592,3/1/2018,20.58,0,0.7,6.9,1
980,7,592,19/9/2018,20.58,0,0.7,6.9,1
700,11,431,19/11/2018,20.58,0,0.7,6.9,1
508,8,431,16/1/2018,20.58,0,0.7,6.9,1
920,4,592,22/3/2018,20.58,0,0.7,6.9,1
785,23,592,2/10/2018,20.58,0,0.7,6.9,1
558,2,592,5/11/2018,20.58,0,0.7,6.9,1
512,11,431,3/12/2018,20.58,0,0.7,6.9,1
600,6,592,11/4/2018,20.58,0,0.7,6.9,1
550,17,592,25/10/2018,20.58,0,0.7,6.9,1
710,11,592,25/4/2018,20.58,0,0.7,6.9,1
518,2,431,28/8/2018,20.58,0,0.7,6.9,1
753,21,592,11/4/2018,20.58,0,0.7,6.9,1
630,10,592,19/12/2018,20.58,0,0.7,6.9,1
450,8,431,15/11/2018,20.58,0,0.7,6.9,1
545,5,484,26/3/2018,20.58,0,0.7,6.9,1
552,19,484,28/11/2018,20.58,0,0.7,6.9,1
1065,11,592,2/8/2018,20.58,0,0.7,6.9,1
735,9,592,20/7/2018,20.58,0,0.7,6.9,1
525,21,431,14/2/2018,20.58,0,0.7,6.9,1
1150,46,466,26/6/2018,17.83,1,0.55,7.7,1
1800,23,848,29/3/2018,17.83,1,0.55,7.7,1
1400,5,737,27/4/2018,17.83,1,0.55,7.7,1
1650,1,848,1/3/2018,17.83,1,0.55,7.7,1
738,46,466,2/2/2018,17.83,1,0.55,7.7,1
895,46,466,31/1/2018,17.83,1,0.55,7.7,1
1114,45,449,10/9/2018,17.83,1,0.55,7.7,1
990,41,466,1/2/2018,17.83,1,0.55,7.7,1
1760,40,737,24/4/2018,17.83,1,0.55,7.7,1
1800,33,737,29/5/2018,17.83,1,0.55,7.7,1
875,32,449,18/7/2018,17.83,1,0.55,7.7,1
2050,29,848,29/6/2018,17.83,1,0.55,7.7,1
780,27,466,1/6/2018,17.83,1,0.55,7.7,1
948,22,466,28/9/2018,17.83,1,0.55,7.7,1
968,10,466,27/6/2018,17.83,1,0.55,7.7,1
581,5,848,17/7/2018,17.83,1,0.55,7.7,1
930,5,449,12/6/2018,17.83,1,0.55,7.7,1
985,50,466,18/1/2018,17.83,1,0.55,7.7,1
953,41,466,29/1/2018,17.83,1,0.55,7.7,1
1000,40,466,26/4/2018,17.83,1,0.55,7.7,1
900,35,466,15/8/2018,17.83,1,0.55,7.7,1
914,25,466,13/2/2018,17.83,1,0.55,7.7,1
936,16,466,14/12/2018,17.83,1,0.55,7.7,1
870,7,449,6/3/2018,17.83,1,0.55,7.7,1
1730,41,752,30/5/2018,17.83,1,0.55,7.7,1
1100,41,449,12/12/2018,17.83,1,0.55,7.7,1
1974,35,848,27/6/2018,17.83,1,0.55,7.7,1
1020,31,471,26/4/2018,17.83,1,0.55,7.7,1
1088,23,466,19/9/2018,17.83,1,0.55,7.7,1
1980,22,848,11/10/2018,17.83,1,0.55,7.7,1
920,17,449,28/2/2018,17.83,1,0.55,7.7,1
780,16,449,16/5/2018,17.83,1,0.55,7.7,1
900,10,471,22/11/2018,17.83,1,0.55,7.7,1
400,9,466,30/4/2018,17.83,1,0.55,7.7,1
1000,8,737,2/5/2018,17.83,1,0.55,7.7,1
390,41,1577,14/8/2018,17.83,1,0.55,7.7,1
2828,40,968,6/11/2018,17.83,1,0.55,7.7,1
1168,37,466,31/7/2018,17.83,1,0.55,7.7,1
800,30,466,29/6/2018,17.83,1,0.55,7.7,1
950,49,466,25/5/2018,15.25,1,0.95,7.3,1
854,42,450,7/5/2018,15.25,1,0.95,7.3,1
893,41,450,21/5/2018,15.25,1,0.95,7.3,1
916,40,432,30/5/2018,15.25,1,0.95,7.3,1
860,39,469,15/1/2018,15.25,1,0.95,7.3,1
955,39,432,11/7/2018,15.25,1,0.95,7.3,1
930,39,462,20/7/2018,15.25,1,0.95,7.3,1
875,36,450,31/5/2018,15.25,1,0.95,7.3,1
845,28,475,5/1/2018,15.25,1,0.95,7.3,1
935,23,467,4/6/2018,15.25,1,0.95,7.3,1
920,23,448,16/10/2018,15.25,1,0.95,7.3,1
860,22,465,25/6/2018,15.25,1,0.95,7.3,1
753,21,450,28/3/2018,15.25,1,0.95,7.3,1
948,12,429,26/7/2018,15.25,1,0.95,7.3,1
832,11,465,17/7/2018,15.25,1,0.95,7.3,1
850,8,448,20/7/2018,15.25,1,0.95,7.3,1
800,58,451,20/6/2018,15.25,1,0.95,7.3,1
780,42,460,4/10/2018,15.25,1,0.95,7.3,1
884,36,466,17/4/2018,15.25,1,0.95,7.3,1
872,36,460,26/9/2018,15.25,1,0.95,7.3,1
900,33,466,9/10/2018,15.25,1,0.95,7.3,1
870,32,465,29/6/2018,15.25,1,0.95,7.3,1
970,29,465,16/7/2018,15.25,1,0.95,7.3,1
744,27,463,26/3/2018,15.25,1,0.95,7.3,1
722,25,463,6/2/2018,15.25,1,0.95,7.3,1
780,20,426,22/2/2018,15.25,1,0.95,7.3,1
738,11,459,14/3/2018,15.25,1,0.95,7.3,1
834,57,432,24/8/2018,15.25,1,0.95,7.3,1
837,56,432,4/6/2018,15.25,1,0.95,7.3,1
880,55,449,7/6/2018,15.25,1,0.95,7.3,1
875,53,469,12/4/2018,15.25,1,0.95,7.3,1
425,53,468,19/6/2018,15.25,1,0.95,7.3,1
870,47,447,4/10/2018,15.25,1,0.95,7.3,1
818,46,432,26/2/2018,15.25,1,0.95,7.3,1
839,43,432,27/4/2018,15.25,1,0.95,7.3,1
942,42,449,14/12/2018,15.25,1,0.95,7.3,1
860,39,476,5/3/2018,15.25,1,0.95,7.3,1
898,39,507,19/7/2018,15.25,1,0.95,7.3,1
895,32,468,19/7/2018,15.25,1,0.95,7.3,1
1050,23,477,23/10/2018,15.25,1,0.95,7.3,1
788,20,440,16/4/2018,15.25,1,0.95,7.3,1
960,19,475,12/7/2018,15.25,1,0.95,7.3,1
879,19,502,12/7/2018,15.25,1,0.95,7.3,1
795,19,456,26/1/2018,15.25,1,0.95,7.3,1
839,11,440,24/4/2018,15.25,1,0.95,7.3,1
818,9,477,26/1/2018,15.25,1,0.95,7.3,1
858,8,475,21/5/2018,15.25,1,0.95,7.3,1
3450,57,1174,26/7/2018,8.25,1,0.6,7.7,1
1755,39,753,15/2/2018,8.25,1,0.6,7.7,1
1770,16,752,7/5/2018,8.25,1,0.6,7.7,1
2248,8,814,19/12/2018,8.25,1,0.6,7.7,1
1500,55,759,27/3/2018,8.25,1,0.6,7.7,1
2660,29,1103,10/1/2018,8.25,1,0.6,7.7,1
3218,20,1174,28/12/2018,8.25,1,0.6,7.7,1
2700,73,805,4/7/2018,8.25,1,0.6,7.7,1
1518,72,760,25/4/2018,8.25,1,0.6,7.7,1
2900,68,1103,31/1/2018,8.25,1,0.6,7.7,1
1810,68,760,28/2/2018,8.25,1,0.6,7.7,1
170,27,759,20/8/2018,8.25,1,0.6,7.7,1
3110,72,818,21/12/2018,8.25,1,0.6,7.7,1
675,31,333,29/1/2018,8.25,1,0.6,7.7,1
1600,20,757,27/4/2018,8.25,1,0.6,7.7,1
1850,38,758,20/11/2018,8.25,1,0.6,7.7,1
3000,36,999,17/12/2018,8.25,1,0.6,7.7,1
1380,31,531,27/6/2018,8.25,1,0.6,7.7,1
693,28,333,24/4/2018,8.25,1,0.6,7.7,1
1850,25,757,21/5/2018,8.25,1,0.6,7.7,1
756,25,301,6/7/2018,8.25,1,0.6,7.7,1
710,23,333,13/4/2018,8.25,1,0.6,7.7,1
775,21,301,26/7/2018,8.25,1,0.6,7.7,1
750,12,300,30/7/2018,8.25,1,0.6,7.7,1
750,11,300,26/10/2018,8.25,1,0.6,7.7,1
730,10,333,14/5/2018,8.25,1,0.6,7.7,1
850,8,333,31/8/2018,8.25,1,0.6,7.7,1
2800,38,1015,12/12/2018,8.25,1,0.6,7.7,1
3380,32,1278,11/12/2018,8.25,1,0.6,7.7,1
1800,27,827,13/3/2018,8.25,1,0.6,7.7,1
3140,20,1278,25/1/2018,8.25,1,0.6,7.7,1
3280,17,1278,7/3/2018,8.25,1,0.6,7.7,1
1380,40,594,14/11/2018,17,1,0.5,7.8,1
1450,38,594,7/6/2018,17,1,0.5,7.8,1
2380,26,1013,23/11/2018,17,1,0.5,7.8,1
2428,25,1013,26/2/2018,17,1,0.5,7.8,1
2300,22,1006,12/4/2018,17,1,0.5,7.8,1
1738,19,759,29/3/2018,17,1,0.5,7.8,1
2250,11,1006,30/8/2018,17,1,0.5,7.8,1
1100,6,476,26/10/2018,17,1,0.5,7.8,1
1300,3,592,2/11/2018,17,1,0.5,7.8,1
1050,41,475,22/3/2018,17,1,0.5,7.8,1
2000,30,744,5/10/2018,17,1,0.5,7.8,1
1855,18,775,6/4/2018,17,1,0.5,7.8,1
1468,18,592,20/8/2018,17,1,0.5,7.8,1
1358,46,597,29/11/2018,17,1,0.5,7.8,1
1480,43,597,11/5/2018,17,1,0.5,7.8,1
1530,41,597,12/10/2018,17,1,0.5,7.8,1
1308,40,597,25/1/2018,17,1,0.5,7.8,1
1650,11,695,3/4/2018,17,1,0.5,7.8,1
1380,3,668,26/4/2018,17,1,0.5,7.8,1
6000,36,1463,29/6/2018,7,1,0.9,7,1
2960,18,1043,23/1/2018,7,1,0.9,7,1
5588,37,1746,8/6/2018,7,1,0.9,7,1
3909,27,1062,19/6/2018,7,1,0.9,7,1
5488,41,1483,21/5/2018,7,1,0.9,7,1
3188,39,936,28/5/2018,7,1,0.9,7,1
2100,39,898,7/2/2018,7,1,0.9,7,1
2380,18,936,3/1/2018,7,1,0.9,7,1
2650,8,1069,9/3/2018,7,1,0.9,7,1
2250,7,896,20/6/2018,7,1,0.9,7,1
1210,33,524,16/4/2018,7,1,0.9,7,1
4268,32,1312,4/1/2018,7,1,0.9,7,1
1340,28,524,28/11/2018,7,1,0.9,7,1
2865,20,1076,12/4/2018,7,1,0.9,7,1
3788,6,1309,26/3/2018,7,1,0.9,7,1
1805,31,668,8/6/2018,7,1,0.9,7,1
1500,13,667,19/1/2018,7,1,0.9,7,1
1500,13,667,10/1/2018,7,1,0.9,7,1
2228,37,995,11/7/2018,7,1,0.9,7,1
2430,31,995,13/8/2018,7,1,0.9,7,1
2710,29,913,18/5/2018,7,1,0.9,7,1
